updateDate,code,code_name
2023-03-20,sz.002466,天齐锂业
2023-03-20,sz.002475,立讯精密
2023-03-20,sz.002493,荣盛石化
2023-03-20,sz.002555,三七互娱
2023-03-20,sz.002594,比亚迪
2023-03-20,sz.002600,领益智造
2023-03-20,sz.002601,龙佰集团
2023-03-20,sz.002602,世纪华通
2023-03-20,sz.002648,卫星化学
2023-03-20,sz.002709,天赐材料
2023-03-20,sz.002714,牧原股份
2023-03-20,sz.002736,国信证券
2023-03-20,sz.002756,永兴材料
2023-03-20,sz.002812,恩捷股份
2023-03-20,sz.002821,凯莱英
2023-03-20,sz.002841,视源股份
2023-03-20,sz.002916,深南电路
2023-03-20,sz.002920,德赛西威
2023-03-20,sz.002938,鹏鼎控股
2023-03-20,sz.003816,中国广核
2023-03-20,sz.300014,亿纬锂能
2023-03-20,sz.300015,爱尔眼科
2023-03-20,sz.300033,同花顺
2023-03-20,sz.300059,东方财富
2023-03-20,sz.300122,智飞生物
2023-03-20,sz.300124,汇川技术
2023-03-20,sz.300142,沃森生物
2023-03-20,sz.300207,欣旺达
2023-03-20,sz.300223,北京君正
2023-03-20,sz.300274,阳光电源
2023-03-20,sz.300316,晶盛机电
2023-03-20,sz.300347,泰格医药
2023-03-20,sz.300408,三环集团
2023-03-20,sz.300413,芒果超媒
2023-03-20,sz.300433,蓝思科技
2023-03-20,sz.300450,先导智能
2023-03-20,sz.300454,深信服
2023-03-20,sz.300496,中科创达
2023-03-20,sz.300498,温氏股份
2023-03-20,sz.300529,健帆生物
2023-03-20,sz.300595,欧普康视
2023-03-20,sz.300601,康泰生物
2023-03-20,sz.300628,亿联网络
2023-03-20,sz.300661,圣邦股份
2023-03-20,sz.300750,宁德时代
2023-03-20,sz.300751,迈为股份
2023-03-20,sz.300759,康龙化成
2023-03-20,sz.300760,迈瑞医疗
2023-03-20,sz.300763,锦浪科技
2023-03-20,sz.300769,德方纳米
2023-03-20,sz.300782,卓胜微
2023-03-20,sz.300896,爱美客
2023-03-20,sz.300919,中伟股份
2023-03-20,sz.300957,贝泰妮
2023-03-20,sz.300979,华利集团
2023-03-20,sz.300999,金龙鱼
